Title,Year,Rating,Votes,1,2,3,4,5,6,7,8,9,10,WorldwideBox Office
Wrongfully Accused,1998,6.0,26335.0,2101.0,1264.0,2889.0,5283.0,6650.0,3905.0,1973.0,1084.0,601.0,585.0,9623329.0
The X Files,1998,7.0,106157.0,12025.0,9131.0,21447.0,32721.0,18465.0,7096.0,2590.0,1192.0,648.0,842.0,189176423.0
X-Men,2000,7.3,613952.0,47546.0,56606.0,186062.0,212462.0,74927.0,21376.0,6988.0,3093.0,1752.0,3140.0,296339528.0
Zero Effect,1998,6.9,14591.0,1396.0,1833.0,3382.0,3737.0,2230.0,979.0,422.0,231.0,135.0,246.0,2087471.0
eXistenZ,1999,6.8,101013.0,6409.0,9021.0,21358.0,28635.0,17541.0,7898.0,4047.0,2260.0,1523.0,2321.0,2856712.0
Fantasia 2000,1999,7.1,38802.0,4023.0,4202.0,8809.0,11176.0,5612.0,2549.0,975.0,550.0,342.0,564.0,90874570.0
Men in Black II,2002,6.1,374763.0,14689.0,11777.0,39175.0,96126.0,115467.0,57375.0,21842.0,9365.0,4546.0,4401.0,445135288.0
Titan A.E.,2000,6.6,61543.0,4553.0,4182.0,10484.0,17530.0,13225.0,6290.0,2690.0,1129.0,647.0,813.0,36754634.0
Star Wars: Episode I - The Phantom Menace,1999,6.5,800786.0,67385.0,47844.0,118623.0,208914.0,165290.0,84417.0,43437.0,26287.0,16436.0,22153.0,1027082707.0
The Emperor's New Groove,2000,7.4,203771.0,26884.0,24365.0,52584.0,57421.0,25763.0,9513.0,3598.0,1549.0,905.0,1189.0,169661687.0
Corpse Bride,2005,7.3,271771.0,31223.0,31369.0,75857.0,78964.0,33753.0,11608.0,4246.0,1939.0,1059.0,1753.0,118133252.0
Star Wars: Episode II - Attack of the Clones,2002,6.6,706870.0,60998.0,46699.0,112928.0,188340.0,139324.0,69362.0,35547.0,21036.0,14792.0,17844.0,653779970.0
Star Wars: Episode III - Revenge of the Sith,2005,7.6,786220.0,133910.0,118351.0,209841.0,166642.0,75525.0,34176.0,17048.0,10757.0,6804.0,13166.0,868390560.0
Lethal Weapon 4,1998,6.6,163766.0,10643.0,8681.0,25660.0,51641.0,39110.0,15698.0,6116.0,2825.0,1479.0,1913.0,285444603.0
Return to Me,2000,6.9,21439.0,3108.0,2305.0,4381.0,5272.0,3467.0,1504.0,647.0,310.0,185.0,260.0,36609995.0
An Ideal Husband,1999,6.8,16027.0,1309.0,1619.0,3449.0,4312.0,2773.0,1231.0,537.0,284.0,189.0,324.0,18542974.0
Ronin,1998,7.2,184397.0,13200.0,19915.0,51978.0,59549.0,24665.0,8547.0,3153.0,1443.0,783.0,1164.0,41616262.0
Small Soldiers,1998,6.2,99840.0,5449.0,3447.0,11185.0,24132.0,27936.0,14929.0,6120.0,2635.0,1298.0,2709.0,54682547.0
Analyze This,1999,6.7,154680.0,6856.0,7944.0,26805.0,54435.0,36265.0,13334.0,4682.0,2112.0,1092.0,1155.0,176885658.0
The Other Sister,1999,6.4,12590.0,1702.0,937.0,1964.0,2708.0,2318.0,1236.0,636.0,384.0,252.0,453.0,27807627.0
Cube,1997,7.2,230984.0,17103.0,24373.0,63008.0,67117.0,33192.0,13007.0,5666.0,3021.0,1794.0,2703.0,565727.0
Cure,1997,7.4,15829.0,1629.0,2344.0,4485.0,4078.0,1867.0,757.0,278.0,147.0,85.0,159.0,193175.0
Life,1999,6.7,50719.0,5774.0,3830.0,9007.0,13829.0,9724.0,4454.0,1908.0,919.0,534.0,740.0,73475268.0
Very Bad Things,1998,6.3,47385.0,2753.0,2896.0,7314.0,11747.0,9885.0,5168.0,2637.0,1668.0,1279.0,2038.0,9898412.0
Blast from the Past,1999,6.7,65781.0,5411.0,4230.0,11018.0,19069.0,14601.0,6449.0,2607.0,1217.0,596.0,583.0,40263020.0
The Cider House Rules,1999,7.4,99618.0,8366.0,13006.0,30114.0,28386.0,11355.0,4123.0,1741.0,870.0,559.0,1098.0,88545092.0
Return to Paradise,1998,6.9,14780.0,1274.0,1259.0,3035.0,4594.0,2620.0,989.0,402.0,225.0,112.0,270.0,8341087.0
He Got Game,1998,6.9,48454.0,3863.0,3738.0,9843.0,16186.0,8858.0,3078.0,1157.0,501.0,329.0,901.0,21567853.0
Orgazmo,1997,6.1,36933.0,4104.0,2156.0,4926.0,7682.0,7287.0,4337.0,2475.0,1550.0,999.0,1417.0,602302.0
Simon Birch,1998,6.8,21457.0,3002.0,2005.0,4096.0,5348.0,3409.0,1639.0,696.0,432.0,296.0,534.0,18253415.0
Thursday,1998,7.1,18637.0,1982.0,2079.0,4544.0,5338.0,2479.0,1041.0,426.0,244.0,142.0,362.0,3121.0
Heartbreakers,2001,6.2,54968.0,3867.0,2506.0,6582.0,13251.0,14495.0,7833.0,3324.0,1543.0,813.0,754.0,57756408.0
Notting Hill,1999,7.2,310141.0,30390.0,34209.0,73105.0,93395.0,46419.0,17604.0,6867.0,3373.0,2026.0,2753.0,363889678.0
Paulie,1998,6.5,15449.0,2100.0,995.0,2139.0,3448.0,3318.0,1833.0,801.0,386.0,188.0,241.0,26875268.0
Abre los ojos,1997,7.7,69551.0,7714.0,12199.0,24501.0,15339.0,5426.0,2019.0,807.0,465.0,355.0,726.0,377967.0
Man on the Moon,1999,7.4,131511.0,13341.0,18035.0,38588.0,34757.0,14724.0,5908.0,2434.0,1362.0,922.0,1440.0,47434430.0
Shrek,2001,7.9,672199.0,94217.0,118277.0,239083.0,141654.0,45973.0,15806.0,6144.0,3344.0,2341.0,5360.0,488351320.0
Cookie's Fortune,1999,6.8,13398.0,973.0,1368.0,2852.0,3711.0,2358.0,1059.0,424.0,209.0,157.0,287.0,10920544.0
Pecker,1998,6.3,14289.0,1073.0,942.0,2329.0,3522.0,2984.0,1602.0,693.0,463.0,258.0,423.0,2281761.0
Election,1999,7.3,97666.0,7983.0,12340.0,26373.0,27003.0,13186.0,5311.0,2224.0,1198.0,784.0,1264.0,14902041.0
For Love of the Game,1999,6.6,35456.0,2965.0,2753.0,5773.0,9428.0,7579.0,3621.0,1524.0,722.0,425.0,666.0,46112640.0
Elizabeth,1998,7.4,99742.0,10254.0,13377.0,30663.0,27666.0,10641.0,3749.0,1422.0,734.0,476.0,760.0,82150642.0
Can't Hardly Wait,1998,6.5,50620.0,5021.0,3186.0,7752.0,12849.0,11091.0,5710.0,2434.0,1113.0,631.0,833.0,25605015.0
Instinct,1999,6.5,33356.0,2711.0,2412.0,5413.0,8650.0,7468.0,3463.0,1571.0,785.0,401.0,482.0,34105207.0
Rounders,1998,7.3,151819.0,12182.0,17000.0,44128.0,50063.0,19364.0,5567.0,1646.0,798.0,371.0,700.0,22912409.0
Rushmore,1998,7.6,185770.0,28160.0,31230.0,55390.0,41408.0,16340.0,6250.0,2664.0,1470.0,1080.0,1778.0,17196103.0
You've Got Mail,1998,6.7,214246.0,18871.0,15731.0,35754.0,59568.0,47250.0,20574.0,8408.0,3788.0,2064.0,2238.0,250821495.0
The Iron Giant,1999,8.1,195919.0,38676.0,39221.0,63218.0,34143.0,11621.0,4293.0,1635.0,880.0,619.0,1613.0,23335817.0
The Out-of-Towners,1999,5.5,14207.0,643.0,300.0,957.0,1976.0,3284.0,3302.0,1739.0,886.0,550.0,570.0,28544120.0
Ravenous,1999,6.9,40164.0,4270.0,4147.0,8748.0,11121.0,6146.0,2679.0,1349.0,663.0,430.0,611.0,2062405.0
There's Something About Mary,1998,7.1,311641.0,22591.0,30565.0,73839.0,96022.0,48737.0,19504.0,8432.0,4629.0,3099.0,4223.0,369884651.0
I Still Know What You Did Last Summer,1998,4.7,74460.0,3383.0,1245.0,2987.0,6337.0,11766.0,17094.0,14006.0,8323.0,5039.0,4280.0,40002112.0
Mickey Blue Eyes,1999,5.9,37028.0,1174.0,923.0,3117.0,7855.0,11173.0,7221.0,2969.0,1314.0,670.0,612.0,54264342.0
Dinosaur,2000,6.4,61237.0,4948.0,2970.0,8398.0,16187.0,15326.0,7424.0,2993.0,1406.0,773.0,812.0,349822765.0
Lola rennt,1998,7.7,199094.0,26262.0,35188.0,62897.0,43565.0,16571.0,6325.0,2607.0,1544.0,1126.0,3009.0,7267585.0
Bowfinger,1999,6.5,71008.0,4375.0,4320.0,11589.0,18458.0,15600.0,8261.0,3963.0,1972.0,1193.0,1277.0,98625775.0
Edtv,1999,6.1,43653.0,1228.0,1329.0,4803.0,11189.0,12874.0,6714.0,2828.0,1214.0,699.0,775.0,35242897.0
Wing Commander,1999,4.3,16911.0,842.0,342.0,826.0,1506.0,2101.0,2486.0,2568.0,2125.0,1765.0,2350.0,11578059.0
The Adventures of Rocky & Bullwinkle,2000,4.2,20431.0,994.0,366.0,898.0,1616.0,2436.0,3258.0,3587.0,2795.0,2169.0,2312.0,35134820.0
BASEketball,1998,6.5,62535.0,7467.0,4654.0,9955.0,15062.0,11778.0,6330.0,3364.0,1667.0,1022.0,1236.0,7027290.0
Driven,2001,4.6,41483.0,1799.0,672.0,1748.0,3677.0,6412.0,8382.0,7244.0,4910.0,3223.0,3416.0,54744738.0
Mystery Men,1999,6.1,67561.0,4357.0,3503.0,8962.0,15034.0,15289.0,9343.0,4867.0,2740.0,1598.0,1868.0,33461011.0
October Sky,1999,7.8,91383.0,14363.0,16029.0,30172.0,19803.0,6614.0,2220.0,770.0,458.0,286.0,668.0,34698753.0
At First Sight,1999,5.9,13838.0,881.0,589.0,1367.0,2740.0,3659.0,2302.0,1078.0,559.0,301.0,362.0,22365133.0
Teaching Mrs. Tingle,1999,5.3,20909.0,901.0,434.0,1148.0,2847.0,4738.0,4818.0,2694.0,1541.0,865.0,923.0,8951935.0
The Matrix,1999,8.7,1894646.0,576047.0,567144.0,425434.0,186848.0,63555.0,27967.0,13730.0,9316.0,7100.0,17505.0,467222728.0
Planet of the Apes,2001,5.7,220301.0,7078.0,5515.0,17860.0,41482.0,58855.0,42691.0,21822.0,11668.0,6489.0,6841.0,362211740.0
SLC Punk!,1998,7.4,30185.0,5482.0,4239.0,7522.0,6524.0,3179.0,1602.0,580.0,317.0,277.0,463.0,299569.0
Treasure Planet,2002,7.1,118789.0,15049.0,12583.0,26961.0,35172.0,17950.0,6516.0,2299.0,1003.0,531.0,725.0,110041363.0
Los amantes del Círculo Polar,1998,7.6,19510.0,3059.0,3697.0,5591.0,4092.0,1631.0,609.0,311.0,141.0,140.0,239.0,357549.0
Astérix & Obélix contre César,1999,5.9,42390.0,2103.0,1280.0,3770.0,8921.0,12217.0,7466.0,3201.0,1650.0,889.0,893.0,1632567.0
The Faculty,1998,6.5,123921.0,8704.0,6188.0,18749.0,35559.0,30127.0,13644.0,5755.0,2513.0,1257.0,1425.0,40283321.0
The Siege,1998,6.4,73685.0,2691.0,2787.0,9348.0,21138.0,21592.0,9387.0,3395.0,1425.0,822.0,1100.0,116672912.0
Plunkett & Macleane,1999,6.3,10095.0,778.0,649.0,1684.0,2438.0,2159.0,1184.0,525.0,245.0,161.0,272.0,474900.0
The Rugrats Movie,1998,5.9,19557.0,1741.0,561.0,1726.0,3415.0,5155.0,3644.0,1630.0,735.0,411.0,539.0,140894675.0
Scream 3,2000,5.6,143532.0,9002.0,3738.0,10077.0,22247.0,36836.0,32747.0,14907.0,7019.0,3430.0,3529.0,161834276.0
The Talented Mr. Ripley,1999,7.4,212328.0,16756.0,25822.0,63720.0,63512.0,24466.0,8854.0,3852.0,1985.0,1308.0,2053.0,128799509.0
Ride with the Devil,1999,6.7,13882.0,1122.0,1181.0,2626.0,3867.0,2716.0,1193.0,519.0,226.0,147.0,285.0,635096.0
8MM,1999,6.5,133866.0,5956.0,6983.0,22236.0,39974.0,30769.0,13824.0,6280.0,3259.0,2067.0,2518.0,96618699.0
"Mystery, Alaska",1999,6.7,27241.0,1783.0,1749.0,4818.0,8439.0,6089.0,2499.0,889.0,426.0,214.0,335.0,8891623.0
Disturbing Behavior,1998,5.6,23163.0,1381.0,640.0,1796.0,3782.0,5573.0,4748.0,2476.0,1223.0,753.0,791.0,17514980.0
Pitch Black,2000,7.1,240275.0,19980.0,22679.0,58193.0,76703.0,36354.0,14175.0,5681.0,2900.0,1541.0,2069.0,53187659.0
Supernova,2000,4.8,18182.0,691.0,284.0,923.0,1942.0,3148.0,3776.0,2873.0,1857.0,1279.0,1409.0,14828081.0
200 Cigarettes,1999,5.9,15596.0,1149.0,729.0,1829.0,2899.0,3467.0,2462.0,1244.0,671.0,443.0,703.0,6852450.0
Arlington Road,1999,7.2,87141.0,5368.0,9338.0,23840.0,27873.0,11951.0,4496.0,1827.0,843.0,614.0,991.0,41067311.0
Entrapment,1999,6.3,116616.0,3868.0,3917.0,13662.0,32921.0,35479.0,15722.0,5965.0,2621.0,1201.0,1260.0,212404396.0
Fight Club,1999,8.8,2094739.0,710652.0,645369.0,425121.0,174331.0,59969.0,27708.0,14086.0,9591.0,7676.0,20236.0,101209702.0
Shakespeare in Love,1998,7.1,225375.0,22356.0,26667.0,51498.0,62126.0,32409.0,14030.0,5938.0,3365.0,2347.0,4639.0,289317794.0
The Astronaut's Wife,1999,5.4,55751.0,2249.0,1029.0,3120.0,7721.0,13427.0,13309.0,7288.0,3705.0,1980.0,1923.0,19598588.0
Idle Hands,1999,6.2,43682.0,4037.0,2136.0,5673.0,9823.0,9993.0,5607.0,2687.0,1593.0,969.0,1164.0,4152230.0
Intolerable Cruelty,2003,6.3,97766.0,2872.0,3511.0,12029.0,27096.0,27856.0,13376.0,5493.0,2528.0,1401.0,1604.0,120801243.0
Pi,1998,7.3,178930.0,19764.0,27401.0,50930.0,42529.0,18665.0,8367.0,4058.0,2488.0,1788.0,2940.0,3221152.0
The Road to El Dorado,2000,6.9,96831.0,10083.0,7667.0,18348.0,30284.0,18847.0,7168.0,2401.0,941.0,427.0,665.0,76432727.0
The Yards,2000,6.4,21676.0,983.0,969.0,2795.0,5930.0,6377.0,2637.0,951.0,448.0,229.0,357.0,924036.0
Cruel Intentions,1999,6.8,192490.0,21739.0,16745.0,35313.0,52409.0,34832.0,16017.0,7019.0,3588.0,2174.0,2654.0,76347426.0
Go,1999,7.2,71779.0,6506.0,8890.0,19508.0,20055.0,9024.0,3889.0,1484.0,864.0,574.0,985.0,28451622.0
High Art,1998,6.6,10669.0,1256.0,1086.0,1927.0,2389.0,1855.0,974.0,408.0,254.0,170.0,350.0,1960216.0
Lake Placid,1999,5.7,61779.0,3159.0,1984.0,5365.0,11269.0,15069.0,11687.0,6401.0,3453.0,1811.0,1581.0,56870414.0
Message in a Bottle,1999,6.2,38699.0,2995.0,2159.0,5010.0,8574.0,9217.0,5281.0,2399.0,1267.0,749.0,1048.0,118880016.0
Training Day,2001,7.7,434383.0,46563.0,73065.0,156091.0,105691.0,33365.0,10484.0,3762.0,1908.0,1203.0,2251.0,104876233.0
True Crime,1999,6.6,36142.0,1334.0,1400.0,5073.0,12413.0,10004.0,3506.0,1170.0,535.0,295.0,412.0,16649768.0
Varsity Blues,1999,6.5,46413.0,3456.0,2740.0,7283.0,12614.0,10475.0,5051.0,2135.0,1110.0,623.0,926.0,54294169.0
The Thirteenth Floor,1999,7.0,72446.0,5288.0,7098.0,17199.0,22866.0,11468.0,4514.0,1852.0,938.0,546.0,677.0,18564088.0
The Insider,1999,7.8,171554.0,20410.0,32770.0,60921.0,36774.0,11998.0,4409.0,1582.0,771.0,562.0,1357.0,60289912.0
A Midsummer Night's Dream,1999,6.4,25739.0,1904.0,1635.0,3743.0,6532.0,6169.0,2960.0,1235.0,620.0,379.0,562.0,16071990.0
Central do Brasil,1998,8.0,39815.0,10813.0,7389.0,11073.0,5909.0,2139.0,864.0,347.0,216.0,227.0,838.0,5971073.0
Forces of Nature,1999,5.5,34531.0,1326.0,864.0,2320.0,5246.0,8424.0,8003.0,3932.0,2038.0,1146.0,1232.0,93900680.0
Jack Frost,1998,5.4,36854.0,2844.0,1050.0,2518.0,5169.0,7687.0,7816.0,4460.0,2478.0,1440.0,1392.0,34562556.0
Inspector Gadget,1999,4.1,48550.0,1623.0,462.0,1180.0,2862.0,5834.0,9789.0,10389.0,7472.0,4865.0,4074.0,134403112.0
U-571,2000,6.6,82741.0,3727.0,4451.0,14278.0,27321.0,18090.0,7319.0,2826.0,1558.0,979.0,2192.0,127666415.0
The War Zone,1999,7.3,10445.0,1258.0,1400.0,2671.0,2644.0,1237.0,526.0,263.0,108.0,122.0,216.0,254441.0
The Corruptor,1999,6.0,18550.0,813.0,495.0,1938.0,4089.0,5483.0,3085.0,1191.0,535.0,301.0,620.0,24493601.0
Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995,7.6,11058.0,2885.0,1316.0,2900.0,2132.0,957.0,363.0,148.0,81.0,55.0,221.0,270354.0
Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,1993,7.4,10951.0,2006.0,1055.0,2646.0,2601.0,1201.0,473.0,192.0,126.0,81.0,570.0,658982.0
Big Daddy,1999,6.4,218085.0,13964.0,10745.0,31111.0,61570.0,55345.0,24775.0,10114.0,4735.0,2623.0,3103.0,234801895.0
The Ninth Gate,1999,6.7,183082.0,12229.0,13824.0,32740.0,52333.0,38655.0,17511.0,7586.0,3648.0,2029.0,2527.0,58401898.0
The World Is Not Enough,1999,6.4,201516.0,8462.0,7423.0,25342.0,60693.0,58463.0,24073.0,9042.0,3995.0,1918.0,2105.0,361832400.0
American Psycho,2000,7.6,605276.0,71864.0,96599.0,190545.0,146842.0,56738.0,20952.0,9019.0,4803.0,3124.0,4790.0,34266564.0
The Boondock Saints,1999,7.7,239745.0,52139.0,44021.0,66187.0,40269.0,17054.0,7779.0,4162.0,2659.0,1855.0,3620.0,30471.0
Bride of Chucky,1998,5.5,59353.0,4914.0,1895.0,4713.0,8570.0,12070.0,11904.0,6907.0,3826.0,2243.0,2311.0,50688658.0
Dick,1999,6.2,20471.0,1516.0,1200.0,2772.0,4406.0,4625.0,2727.0,1385.0,688.0,417.0,735.0,6262878.0
The General's Daughter,1999,6.4,59891.0,2185.0,2278.0,7932.0,17347.0,16710.0,7389.0,3018.0,1326.0,727.0,979.0,149705852.0
Nutty Professor II: The Klumps,2000,4.4,51237.0,1840.0,683.0,1905.0,4010.0,7219.0,10727.0,10357.0,6517.0,4159.0,3820.0,166339890.0
Three to Tango,1999,6.0,19286.0,1050.0,920.0,2365.0,4369.0,4807.0,2910.0,1290.0,691.0,412.0,472.0,10570375.0
Holy Smoke,1999,5.8,15001.0,754.0,660.0,1520.0,3033.0,3515.0,2539.0,1257.0,713.0,445.0,565.0,1765545.0
The Rage: Carrie 2,1999,4.7,16781.0,994.0,385.0,868.0,1590.0,2607.0,3231.0,2845.0,1797.0,1172.0,1292.0,17762705.0
Highlander: Endgame,2000,4.6,20492.0,1301.0,503.0,1075.0,1843.0,2892.0,3968.0,3416.0,2325.0,1494.0,1675.0,15843608.0
Spider-Man,2002,7.4,812710.0,78677.0,87063.0,232046.0,254700.0,97124.0,33338.0,12226.0,6513.0,3836.0,7187.0,825025036.0
Sunshine,1999,7.5,15118.0,2206.0,2078.0,3889.0,3284.0,1799.0,906.0,304.0,202.0,161.0,289.0,7918035.0
Stigmata,1999,6.2,69106.0,3964.0,3672.0,9300.0,16384.0,16792.0,9487.0,4431.0,2294.0,1333.0,1449.0,89446268.0
Angela's Ashes,1999,7.3,22073.0,2361.0,2539.0,5888.0,6348.0,2753.0,1093.0,431.0,220.0,167.0,273.0,13042112.0
Austin Powers: The Spy Who Shagged Me,1999,6.6,234222.0,13724.0,14514.0,40201.0,72671.0,50413.0,21119.0,8745.0,4803.0,3327.0,4705.0,312016928.0
The Bone Collector,1999,6.7,170393.0,8049.0,9231.0,30253.0,59261.0,38901.0,14430.0,5341.0,2322.0,1187.0,1418.0,151493655.0
Playing by Heart,1998,7.0,19659.0,2874.0,2311.0,4200.0,4876.0,2770.0,1267.0,508.0,253.0,239.0,361.0,3970078.0
Simply Irresistible,1999,5.2,14214.0,1470.0,575.0,1153.0,1807.0,2439.0,2393.0,1544.0,1060.0,767.0,1006.0,4398989.0
Thirteen Days,2000,7.3,59197.0,4069.0,6739.0,17305.0,18684.0,7550.0,2742.0,895.0,415.0,305.0,493.0,66579890.0
Lara Croft: Tomb Raider,2001,5.7,209892.0,9494.0,5432.0,16236.0,39804.0,58761.0,41291.0,18737.0,9755.0,5187.0,5195.0,274703340.0
Urban Legend,1998,5.6,67331.0,3650.0,1766.0,4859.0,10665.0,17019.0,14572.0,7386.0,3689.0,1980.0,1745.0,72527595.0
End of Days,1999,5.8,111285.0,4643.0,2832.0,9019.0,20832.0,30403.0,22012.0,10554.0,5325.0,2828.0,2837.0,211989043.0
Any Given Sunday,1999,6.9,120356.0,7605.0,9558.0,25214.0,37152.0,22205.0,9429.0,4010.0,2007.0,1258.0,1918.0,100230832.0
High Fidelity,2000,7.4,180794.0,19639.0,27470.0,54880.0,46041.0,18796.0,7101.0,2960.0,1528.0,914.0,1465.0,47126295.0
The Legend of Bagger Vance,2000,6.7,57430.0,4167.0,4119.0,10319.0,17281.0,12105.0,5103.0,2003.0,901.0,509.0,923.0,39459427.0
Little Voice,1998,7.0,16633.0,1306.0,1836.0,3937.0,4858.0,2629.0,1051.0,432.0,227.0,138.0,219.0,4611784.0
Happiness,1998,7.7,70661.0,10704.0,13698.0,21263.0,12897.0,5321.0,2440.0,1314.0,871.0,644.0,1509.0,2982011.0
10 Things I Hate About You,1999,7.3,341416.0,50368.0,40235.0,81361.0,95659.0,45186.0,16355.0,5944.0,2757.0,1593.0,1958.0,53478579.0
Deep Blue Sea,1999,5.9,134569.0,6040.0,3897.0,12405.0,27480.0,36155.0,24146.0,11994.0,6007.0,3401.0,3044.0,164648142.0
All the Pretty Horses,2000,5.8,15088.0,696.0,514.0,1314.0,2651.0,3892.0,2712.0,1528.0,869.0,417.0,495.0,18133495.0
Anywhere But Here,1999,6.2,18080.0,1336.0,809.0,1989.0,4159.0,4943.0,2647.0,1092.0,489.0,255.0,361.0,23631929.0
Double Jeopardy,1999,6.5,87531.0,4421.0,3939.0,12458.0,25896.0,22785.0,9801.0,4206.0,1974.0,1018.0,1033.0,177841558.0
Fucking Åmål,1998,7.5,52731.0,10722.0,8394.0,13356.0,10615.0,4656.0,1904.0,823.0,522.0,470.0,1269.0,219331.0
Hilary and Jackie,1998,7.3,10351.0,1000.0,1484.0,2883.0,2721.0,1209.0,470.0,218.0,116.0,80.0,170.0,4912892.0
Hum Dil De Chuke Sanam,1999,7.4,18777.0,4024.0,2707.0,4395.0,3819.0,1706.0,761.0,319.0,187.0,157.0,702.0,1007446.0
Joan of Arc,1999,6.4,67014.0,3894.0,3783.0,9817.0,18067.0,16436.0,7739.0,3461.0,1611.0,939.0,1267.0,66976317.0
Josh,2000,6.1,10298.0,2523.0,540.0,905.0,1776.0,2006.0,1213.0,503.0,268.0,179.0,385.0,426318.0
Topsy-Turvy,1999,7.4,12809.0,1825.0,2084.0,3021.0,2656.0,1467.0,733.0,372.0,189.0,186.0,276.0,7804349.0
Never Been Kissed,1999,6.0,91476.0,7177.0,4536.0,10682.0,18657.0,22942.0,14186.0,6536.0,3142.0,1796.0,1822.0,84565230.0
Office Space,1999,7.7,267098.0,42175.0,46341.0,80664.0,57935.0,24069.0,8700.0,3298.0,1609.0,939.0,1368.0,10828256.0
Festen,1998,8.1,87328.0,16241.0,21223.0,25491.0,12931.0,4729.0,2257.0,984.0,657.0,676.0,2139.0,1657778.0
Following,1998,7.5,93702.0,7723.0,12517.0,31950.0,26842.0,9366.0,2931.0,1000.0,452.0,301.0,620.0,48482.0
The Thomas Crown Affair,1999,6.8,94238.0,6759.0,7694.0,18836.0,29780.0,18186.0,7095.0,2884.0,1367.0,683.0,954.0,124305181.0
Flawless,1999,6.4,19005.0,1259.0,1099.0,2866.0,5197.0,4398.0,1999.0,858.0,453.0,333.0,543.0,4488529.0
I'll Be Home for Christmas,1998,5.5,10693.0,946.0,324.0,747.0,1561.0,2243.0,2074.0,1222.0,666.0,392.0,518.0,12214338.0
Jawbreaker,1999,5.6,26814.0,2566.0,1048.0,2502.0,4205.0,5196.0,4730.0,2762.0,1618.0,1010.0,1177.0,3117085.0
Psycho,1998,4.6,48737.0,1632.0,940.0,2416.0,4818.0,7878.0,9655.0,7140.0,4586.0,3459.0,6213.0,37170655.0
Mia aioniotita kai mia mera,1998,7.9,12954.0,2761.0,2539.0,3638.0,2039.0,874.0,443.0,207.0,114.0,119.0,220.0,107178.0
My Dog Skip,2000,7.0,20684.0,3238.0,1885.0,4163.0,5530.0,3221.0,1429.0,543.0,227.0,182.0,266.0,35547761.0
The Next Best Thing,2000,4.6,11365.0,808.0,272.0,610.0,1111.0,1792.0,1968.0,1652.0,1134.0,784.0,1234.0,24362772.0
Pâfekuto burû,1997,8.0,76568.0,13044.0,17656.0,24994.0,13157.0,4340.0,1659.0,663.0,324.0,217.0,514.0,563130.0
Random Hearts,1999,5.3,21543.0,729.0,400.0,1184.0,2685.0,4695.0,4990.0,2926.0,1706.0,1059.0,1169.0,74608570.0
Seul contre tous,1998,7.3,23885.0,2725.0,3401.0,6500.0,5831.0,2694.0,1102.0,562.0,321.0,258.0,491.0,6955.0
2001: A Space Travesty,2000,3.4,12225.0,667.0,184.0,330.0,583.0,878.0,1390.0,1573.0,1820.0,1858.0,2942.0,270813.0
Clockstoppers,2002,5.2,14452.0,769.0,300.0,790.0,1804.0,3076.0,3497.0,2006.0,1049.0,561.0,600.0,38793283.0
Drop Dead Gorgeous,1999,6.6,37622.0,4608.0,3323.0,6478.0,8365.0,6724.0,3790.0,1869.0,955.0,661.0,849.0,10571408.0
Enigma,2001,6.4,21207.0,865.0,972.0,3010.0,6332.0,5701.0,2377.0,937.0,407.0,219.0,387.0,15713204.0
Sweet and Lowdown,1999,7.2,35319.0,2691.0,3858.0,9477.0,10551.0,4992.0,1958.0,707.0,396.0,215.0,474.0,4525794.0
Belly,1998,6.2,11355.0,1768.0,728.0,1507.0,1944.0,1853.0,1256.0,817.0,450.0,322.0,710.0,9639390.0
The Flintstones in Viva Rock Vegas,2000,3.7,23862.0,1093.0,255.0,617.0,1164.0,2015.0,3446.0,4283.0,4293.0,3348.0,3348.0,59468275.0
Muppets from Space,1999,6.2,19705.0,1488.0,856.0,2295.0,4667.0,5419.0,2690.0,1159.0,499.0,249.0,383.0,22323612.0
"South Park: Bigger, Longer & Uncut",1999,7.7,205059.0,36317.0,32418.0,59148.0,42167.0,17415.0,7276.0,3292.0,1915.0,1447.0,3664.0,83137603.0
The Virgin Suicides,1999,7.2,155847.0,13896.0,18258.0,40246.0,45195.0,21518.0,8486.0,3566.0,1786.0,1108.0,1788.0,10410044.0
Behind Enemy Lines,2001,6.4,106412.0,5262.0,4808.0,15049.0,32205.0,27363.0,11387.0,4617.0,2231.0,1238.0,2252.0,91753202.0
Cold Mountain,2003,7.2,149441.0,13316.0,16444.0,39361.0,45161.0,20321.0,7765.0,3033.0,1602.0,914.0,1524.0,173013509.0
Croupier,1998,7.0,21855.0,1323.0,2235.0,5711.0,6974.0,3416.0,1182.0,451.0,222.0,117.0,224.0,7120568.0
The Art of War,2000,5.7,30082.0,949.0,585.0,1912.0,5522.0,9053.0,6508.0,2798.0,1274.0,635.0,846.0,40400425.0
Charlie's Angels,2000,5.6,187851.0,7903.0,5004.0,14726.0,31757.0,47650.0,39162.0,19319.0,10216.0,5787.0,6327.0,264105545.0
D-Tox,2002,5.3,27395.0,1291.0,467.0,1372.0,3483.0,6732.0,6849.0,3550.0,1830.0,940.0,881.0,6632383.0
Dudley Do-Right,1999,3.9,10780.0,598.0,171.0,335.0,632.0,1047.0,1617.0,2000.0,1776.0,1237.0,1367.0,9974410.0
